SIORG, ORGAO, NOME, DESCRICAO, URL, GUARDA, COBERTURA TEMPORAL, COBERTURA GEOGRAFICA, ORIGEM, VCGEs, GRANULARIDADE TEMPORAL, GRANULARIDADE GEOGRAFICA, FORMATOS, TIPO, DATA DE CADASTRAMENTO, DATA DA ULTIMA MODIFICACAO
"71650","Administração da Hidrovia do São Francisco - AHSFRA","Eclusa de Sobradinho","Características Esclusa de Sobradinho - Funcionamento","http://www.ahsfra.gov.br/?op=conteudo&id=137&menuId=169 ","Administração da Hidrovia do São Francisco - AHSFRA","","Rio São Francisco e afluentes navegáveis","Administração da Hidrovia do São Francisco - AHSFRA","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, bacias-hidrograficas, portos, informacao-gestao-preservacao-acesso, ","Contínuo","Regional","HTML, ","Geral","2012-09-17 01:54:43 UTC","2012-09-17 07:45:42 UTC"
"71650","Administração da Hidrovia do São Francisco - AHSFRA","Licitações","Licitações da AHSFRA - Em todas as modalidades","http://www.ahsfra.gov.br/?op=conteudo&id=166&menuId=149 ","Administração da Hidrovia do São Francisco - AHSFRA","","Rio São Francisco e afluentes navegáveis","Administração da Hidrovia do São Francisco - AHSFRA","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, compras-governamentais, licitacao, sao-francisco, ","Contínuo","Regional","HTML, ","Despesas","2012-09-17 01:59:36 UTC","2012-09-17 07:45:54 UTC"
"71650","Administração da Hidrovia do São Francisco - AHSFRA","Resoluções","Resoluções AHSFRA","http://www.ahsfra.gov.br/?op=conteudo&id=167&menuId=150 ","Administração da Hidrovia do São Francisco - AHSFRA","","Rio São Francisco e afluentes navegáveis","Administração da Hidrovia do São Francisco - AHSFRA","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, legislacao-normas, informacao-gestao-preservacao-acesso, ","Contínuo","Regional","HTML, ","Desempenho da gestão","2012-09-17 02:01:17 UTC","2012-09-17 07:46:05 UTC"
"71651","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","Quadro de Funcionários","Base de dados - Quadro de funcionários por localidades.","http://www.ahimoc.gov.br/quadro-funcionarios/ ","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","","Amazônia Ocidental","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, amazonica, recursos-humanos, trabalho, ","Contínuo","Regional","HTML, ","Despesas","2012-09-17 09:30:10 UTC","2012-09-17 09:30:10 UTC"
"71651","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","Estudos e Projetos","Sistema de informação - Pesquisa de Estudos e Projetos efetuados pela AHIMOC","http://www.ahimoc.gov.br/estudos-projetos/ ","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","","Amazônia Ocidental","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, amazonica, informacao-gestao-preservacao-acesso, sistemas-informacao, ","Contínuo","Regional","HTML, ","Programas","2012-09-17 09:31:55 UTC","2012-09-17 09:31:55 UTC"
"71651","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","Proposta Orçamentária","Proposta Orçamentária da AHIMOC - 2012","http://www.ahimoc.gov.br/institucional/index/v/proposta/ ","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","2012","Amazônia Ocidental","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, planejamento-orcamento, administracao-publica, controle-social-prestacao-contas, ","Anual","Regional","HTML, ","Desempenho da gestão","2012-09-17 09:34:06 UTC","2012-09-17 09:34:06 UTC"
"71651","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","Unidade Operacional de  Humaitá - AM","Base de dados - Disponibilizando um conjuntgo de informações da Unidade Operacional de  Humaitá - AM","http://www.ahimoc.gov.br/institucional/index/v/humaita/ ","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","","Amazônia Ocidental","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, amazonica, informacao-gestao-preservacao-acesso, regioes-hidrograficas, ","Contínuo","Regional","HTML, PDF, ","Geral","2012-09-17 09:38:33 UTC","2012-09-17 09:38:33 UTC"
"71651","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","Estatística Hidrovia do Madeira","Estatística Hidrovia do Madeira 1999/2006","http://www.ahimoc.gov.br/estatistica-carga/# ","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","1999/2006","Amazônia Ocidental","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, amazonica, informacoes-estatisticas, ","Contínuo","Regional","HTML, PDF, ","Avaliações","2012-09-17 09:42:25 UTC","2012-09-17 09:42:25 UTC"
"71651","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","Download Editais","Base de dados disponibilizando os Editais, as Impugnações- Pregão Eletrônico, o Relatorios da Situação Atual - Portos.","http://www.ahimoc.gov.br/download/# ","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","","Amazônia Ocidental","Administração das Hidrovias da Amazônia Ocidental - AHIMOC","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, amazonica, regioes-hidrograficas, administracao-publica, compras-governamentais, pregao, ","Contínuo","Regional","HTML, PDF, ZIP, ","Despesas","2012-09-17 09:50:21 UTC","2012-09-17 09:50:21 UTC"
"61588","Administração das Hidrovias da Amazônia Oriental - AHIMOR","Contratos em vigor","Contratos em Vigor da AHIMOR - 2004/2005","http://www.ahimor.gov.br/administracao/contratosvigor.htm ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","2004/2005","Amazônia Oriental ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, administracao-publica, controle-social-prestacao-contas, amazonica, ","Anual","Regional","HTML, ","Despesas","2012-09-17 09:03:21 UTC","2012-09-17 09:04:09 UTC"
"61588","Administração das Hidrovias da Amazônia Oriental - AHIMOR","Tomada de Preços","Tomadas de Preços da AHIMOR - 2006/2007","http://www.ahimor.gov.br/administracao/tomadapreco.htm ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","2006/2007","Amazônia Oriental ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, administracao-publica, controle-social-prestacao-contas, amazonica, ","Anual","Regional","HTML, ","Despesas","2012-09-17 09:05:57 UTC","2012-09-17 09:05:57 UTC"
"61588","Administração das Hidrovias da Amazônia Oriental - AHIMOR","Concorrências","Licitações na modalidade de concorrência da AHIMOR - 2001","http://www.ahimor.gov.br/administracao/concorrencias.htm ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","2001","Amazônia Oriental ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, administracao-publica, controle-social-prestacao-contas, amazonica, compras-governamentais, ","Anual","Regional","HTML, ","Despesas","2012-09-17 09:11:33 UTC","2012-09-17 09:11:33 UTC"
"61588","Administração das Hidrovias da Amazônia Oriental - AHIMOR","Pregão","Licitações na modalidade de pregão da AHIMOR - 2004/2010","http://www.ahimor.gov.br/administracao/pregao.htm ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","2004/2010","Amazônia Oriental ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, compras-governamentais, pregao, controle-social-prestacao-contas, ","Anual","Regional","HTML, PDF, ZIP, ","Despesas","2012-09-17 09:13:44 UTC","2012-09-17 09:13:44 UTC"
"61588","Administração das Hidrovias da Amazônia Oriental - AHIMOR","Equipamentos Hidroviários da AHIMOR","Base de informação - Equipamentos Hidroviários da AHIMOR","http://www.ahimor.gov.br/equiphidro/index.htm ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","","Amazônia Oriental ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, amazonica, regioes-hidrograficas, ","Contínuo","Regional","HTML, ","Geral","2012-09-17 09:16:08 UTC","2012-09-17 09:16:08 UTC"
"61588","Administração das Hidrovias da Amazônia Oriental - AHIMOR","Quadro de Funcionários","Quadro dos Funcionários Terceirizados contratados pela AHIMOR","http://www.ahimor.gov.br/ahimor/func_terceirizados.htm ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","","Amazônia Oriental ","Administração das Hidrovias da Amazônia Oriental - AHIMOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, recursos-humanos, trabalho, ","Contínuo","Regional","HTML, ","Despesas","2012-09-17 09:18:17 UTC","2012-09-17 09:18:17 UTC"
"71653","Administração das Hidrovias do Nordeste- AHINOR","Recursos Orçamentários","Plano de Trabalho para o exercício 2007","http://www.ahinor.gov.br/recorcamentarios.html "," Administração das Hidrovias do Nordeste- AHINOR","2007","Nordeste do Brasil"," Administração das Hidrovias do Nordeste- AHINOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, planejamento-orcamento, administracao-publica, controle-social-prestacao-contas, ","Anual","Regional","PDF, ","Desempenho da gestão","2012-09-17 08:36:19 UTC","2012-09-17 08:37:56 UTC"
"71653","Administração das Hidrovias do Nordeste- AHINOR","Estatísticas de Carga","ESTATISTICA DE TRÁFEGO HIDROVIÁRIO 2001/2005","http://www.ahinor.gov.br/estatisticas.html "," Administração das Hidrovias do Nordeste- AHINOR","2001/2005","Nordeste do Brasil"," Administração das Hidrovias do Nordeste- AHINOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, informacoes-estatisticas, transporte-aquaviario-cargas, ","Mensal","Regional","HTML, ","Avaliações","2012-09-17 08:39:12 UTC","2012-09-17 08:39:12 UTC"
"71653","Administração das Hidrovias do Nordeste- AHINOR","Estudos e Projetos","Estudos e Projetos desenvolvidos pela AHINOR","http://www.ahinor.gov.br/estatisticas.html "," Administração das Hidrovias do Nordeste- AHINOR","","Nordeste do Brasil"," Administração das Hidrovias do Nordeste- AHINOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, gestao-meio-ambiente, pesquisa-cientifica-tecnologia, ","Contínuo","Regional","PDF, ZIP, ","Programas","2012-09-17 08:41:46 UTC","2012-09-17 08:41:46 UTC"
"71653","Administração das Hidrovias do Nordeste- AHINOR","Relatórios de Gestão","Relatórios Anuais de Atividades 2004/2006","http://www.ahinor.gov.br/relatorios.html "," Administração das Hidrovias do Nordeste- AHINOR","2004/2006","Nordeste do Brasil"," Administração das Hidrovias do Nordeste- AHINOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, planejamento-orcamento, administracao-publica, controle-social-prestacao-contas, ","Anual","Regional","PDF, ","Desempenho da gestão","2012-09-17 08:44:07 UTC","2012-09-17 08:44:07 UTC"
"71653","Administração das Hidrovias do Nordeste- AHINOR","Indicadores de Desempenho","INDICADORES OPERACIONAIS DA ADMINISTRAÇÃO DAS HIDROVIAS DO NORDESTE - AHINOR ","http://www.ahinor.gov.br/indicadores.html "," Administração das Hidrovias do Nordeste- AHINOR","2004/2008","Nordeste do Brasil"," Administração das Hidrovias do Nordeste- AHINOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, planejamento-orcamento, administracao-publica, controle-social-prestacao-contas, ","Anual","Regional","HTML, ","Avaliações","2012-09-17 08:46:26 UTC","2012-09-17 08:46:26 UTC"
"71653","Administração das Hidrovias do Nordeste- AHINOR","Downloads","Arquivos disponibilizados para download pela  AHINOR ","http://www.ahinor.gov.br/downloads.html "," Administração das Hidrovias do Nordeste- AHINOR","","Nordeste do Brasil"," Administração das Hidrovias do Nordeste- AHINOR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, trabalho, informacao-gestao-preservacao-acesso, ","Contínuo","Regional","ZIP, ","Geral","2012-09-17 08:48:35 UTC","2012-09-17 08:48:35 UTC"
"61506","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","Contatos em Vigor","Contratos Ativos - 2007","http://www.ahitar.gov.br/dados/File/anexo/contratos_ativos.pdf","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","","Bacias Hidrográficas dos rios São Francisco e do Tocantins","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, planejamento-orcamento, administracao-publica, controle-social-prestacao-contas, licitacao, ","Contínuo","Regional","PDF, ","Despesas","2012-09-17 10:19:59 UTC","2012-09-17 10:19:59 UTC"
"61506","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","Licitações Abertas","Pregão - 2007","http://www.ahitar.gov.br/site_novo/iframe/licitacoes_licitacoesabertas.php?m=noticia&id=146&subm=","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","2007","Bacias Hidrográficas dos rios São Francisco e do Tocantins","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, planejamento-orcamento, licitacao, controle-social-prestacao-contas, pregao, ","Anual","Regional","HTML, ","Despesas","2012-09-17 10:23:56 UTC","2012-09-17 10:23:56 UTC"
"61506","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","Relatório de Atividade","Base de dados disponibilizando os relatórios de atividades da AHITAR - 1999/2006","http://www.ahitar.gov.br/site_novo/","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","1999/2006","Bacias Hidrográficas dos rios São Francisco e do Tocantins","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","hidrovias-interiores, infraestrutura-transporte-aquaviario, transporte-aquaviario, planejamento-orcamento, administracao-publica, controle-social-prestacao-contas, ","Anual","Regional","PDF, ","Avaliações","2012-09-17 10:32:59 UTC","2012-09-17 10:33:28 UTC"
"61506","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","Indicadores de Desempenho","Base de dados disponibilizando os relatórios com os indicadores de desempenho do órgão. Link Danificado","http://www.ahitar.gov.br/site_novo/","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","","Bacias Hidrográficas dos rios São Francisco e do Tocantins","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, planejamento-orcamento, administracao-publica, controle-social-prestacao-contas, ","Contínuo","Regional","PDF, ","Avaliações","2012-09-17 10:39:37 UTC","2012-09-17 10:39:37 UTC"
"61506","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","Convênios","Informações dos convênios em vigor na AHITAR - 2006","http://www.ahitar.gov.br/site_novo/","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","2006","Bacias Hidrográficas dos rios São Francisco e do Tocantins","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, administracao-publica, controle-social-prestacao-contas, ","Anual","Regional","HTML, ","Despesas","2012-09-17 10:42:57 UTC","2012-09-17 10:42:57 UTC"
"61506","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","Download","Arquivos disponibilizados para download pela AHITAR","http://www.ahitar.gov.br/site_novo/","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","","Bacias Hidrográficas dos rios São Francisco e do Tocantins","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, trabalho, informacao-gestao-preservacao-acesso, ","Contínuo","Regional","PDF, ","Geral","2012-09-17 10:49:16 UTC","2012-09-17 10:49:16 UTC"
"61506","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","Estudos e Projetos","Estudos e projetos elaborados pela AHITAR - 1996/2000","http://www.ahitar.gov.br/site_novo/","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","1996/2000","Bacias Hidrográficas dos rios São Francisco e do Tocantins","Administração das Hidrovias do Tocantins e Araguaia - AHITAR","regioes-hidrograficas, transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, trabalho, informacao-gestao-preservacao-acess, ","Anual","Regional","HTML, ","Geral","2012-09-17 10:53:21 UTC","2012-09-17 10:53:21 UTC"
